Drift_Check	Session_Name_	Trial_Index_	Trial_Recycled_	list	location	sound_file	trial	video_file	video_id	IP_INDEX	IP_LABEL	Subject	Session	TRIAL_INDEX	DATA_FILE	IA_AREA	EYE_USED	IA_AVERAGE_FIX_PUPIL_SIZE	IA_BOTTOM	IA_DWELL_TIME	IA_DWELL_TIME__prop	IA_DYNAMIC	IA_END_TIME	IA_FIRST_FIXATION_DURATION	IA_FIRST_FIXATION_INDEX	IA_FIRST_FIXATION_PREVIOUS_FIX_IA	IA_FIRST_FIXATION_PREVIOUS_IAREAS	IA_FIRST_FIXATION_RUN_INDEX	IA_FIRST_FIXATION_TIME	IA_FIRST_FIXATION_VISITED_IA_COUNT	IA_FIRST_FIXATION_X	IA_FIRST_FIXATION_Y	IA_FIRST_FIX_PROGRESSIVE	IA_FIRST_RUN_DWELL_TIME	IA_FIRST_RUN_END_TIME	IA_FIRST_RUN_FIXATION__prop	IA_FIRST_RUN_FIXATION_COUNT	IA_FIRST_RUN_LANDING_POSITION	IA_FIRST_RUN_LAUNCH_SITE	IA_FIRST_RUN_START_TIME	IA_FIRST_SACCADE_AMPLITUDE	IA_FIRST_SACCADE_ANGLE	IA_FIRST_SACCADE_END_TIME	IA_FIRST_SACCADE_INDEX	IA_FIRST_SACCADE_START_TIME	IA_FIXATION__prop	IA_FIXATION_COUNT	IA_FSA_COUNT_1	IA_FSA_COUNT_2	IA_FSA_COUNT_3	IA_FSA_COUNT_4	IA_FSA_COUNT_5	IA_FSA_COUNT_6	IA_FSA_COUNT_20	IA_FSA_DURATION_1	IA_FSA_DURATION_2	IA_FSA_DURATION_3	IA_FSA_DURATION_4	IA_FSA_DURATION_5	IA_FSA_DURATION_6	IA_FSA_DURATION_20	IA_GROUP	IA_ID	IA_INSTANCES_COUNT	IA_LABEL	IA_LEFT	IA_LEGAL	IA_LEGAL_IMMEDIATE	IA_MAX_FIX_PUPIL_SIZE	IA_MIN_FIX_PUPIL_SIZE	IA_POINTS	IA_RIGHT	IA_RUN_COUNT	IA_START_TIME	IP_END_EVENT_MATCHED	IP_END_TIME	IP_START_EVENT_MATCHED	IP_START_TIME	TRIAL_LABEL
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	6	IP3_reach	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	0	0	0	.	.	.	350	0	.	TRUE	1530379	TRUE	1529562	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	6	IP3_reach	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	674	0	0	.	.	.	1024	0	.	TRUE	1530379	TRUE	1529562	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	6	IP3_reach	Amy	2	1	Amy2.edf	300000	RIGHT	3264.5	769	790	1	FALSE	.	513	1	.	.	1	32859	0	325.3	204.1	1	790	33676	1	2	319.3	.	32859	.	.	.	.	.	1	2	0	0	0	1	0	0	0	0	0	0	277	0	0	0	.	4	.	Left_half_display	6	0	0	3351	3178	.	506	1	.	TRUE	1530379	TRUE	1529562	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	6	IP3_reach	Amy	2	1	Amy2.edf	300000	RIGHT	.	769	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	524	0	0	.	.	.	1024	0	.	TRUE	1530379	TRUE	1529562	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	6	IP3_reach	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	366	0	0	.	.	.	656	0	.	TRUE	1530379	TRUE	1529562	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	6	IP3_reach	Amy	2	1	Amy2.edf	20106.19	RIGHT	.	464	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	432	0	0	.	.	.	592	0	.	TRUE	1530379	TRUE	1529562	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	7	full_video	Amy	2	1	Amy2.edf	46000	RIGHT	3745.75	429	1876	0.0655	FALSE	.	157	1	.	.	1	8860	0	567.8	377.4	1	1068	9952	0.0741	2	161.8	.	8860	.	.	.	.	.	0.1481	4	1	0	0	3	0	0	0	911	0	0	1835	0	0	0	.	1	.	AOI_agent_head	406	1	1	5201	3129	.	636	3	.	TRUE	1535046	TRUE	1505563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	7	full_video	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	2	.	AOI_object_left	0	0	0	.	.	.	350	0	.	TRUE	1535046	TRUE	1505563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	7	full_video	Amy	2	1	Amy2.edf	77000	RIGHT	.	745	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	3	.	AOI_object_right	674	0	0	.	.	.	1024	0	.	TRUE	1535046	TRUE	1505563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	7	full_video	Amy	2	1	Amy2.edf	300000	RIGHT	3270.92	769	26958	0.9408	FALSE	.	911	2	1	[1]	2	9042	3	408.4	288.1	1	16046	25698	0.5926	16	402.4	-561.8	9042	2.81	147.69	9041	1	9017	0.8889	24	2	0	0	16	0	0	0	808	0	0	19508	0	0	0	.	4	.	Left_half_display	6	0	0	3601	2941	.	506	3	.	TRUE	1535046	TRUE	1505563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	7	full_video	Amy	2	1	Amy2.edf	300000	RIGHT	5201	769	157	0.0055	FALSE	.	157	1	.	.	1	8860	0	567.8	377.4	.	157	9016	0.037	1	43.8	.	8860	.	.	.	.	.	0.037	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	5	.	Right_half_display	524	0	0	5201	5201	.	1024	1	.	TRUE	1535046	TRUE	1505563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	7	full_video	Amy	2	1	Amy2.edf	52200	RIGHT	.	725	0	0	FALSE	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	6	.	AOI_agent_hands	366	0	0	.	.	.	656	0	.	TRUE	1535046	TRUE	1505563	Trial: 1
0	Amy2	1	FALSE	left_a	left	lt_boxes_left_a.wav	1	lt_boxes_left_a.mp4	1	7	full_video	Amy	2	1	Amy2.edf	20106.19	RIGHT	5201	464	157	0.0055	FALSE	.	157	1	.	.	1	8860	0	567.8	377.4	.	157	9016	0.037	1	135.8	.	8860	.	.	.	.	.	0.037	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.	20	.	FIXATION_TRIGGER	432	0	0	5201	5201	.	592	1	.	TRUE	1535046	TRUE	1505563	Trial: 1
